GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
fitnesse-maven-runner-plugin,com.github.andreptb.fitnessemavenrunner,FitnesseRunnerMojo,183,347,17,17,16,65,16,19,3,15
